Criminal ID,Age,Gender,Crime Type,Crime Location,Time of Crime,Weapon Used,Prior Offenses,Modus Operandi,Associated Gang,Psychological Profile,Footprint/Fingerprint Match,Escape Method,Conviction Status,Sentence Duration,Education Level,Job Status,Geographical Factor
180,26-35,Other,Drug Offense,City,Morning,Digital Tools,Yes,Social Engineering,Yes,Opportunistic,Yes,Fake Identity,Under Trial,N/A,Undergraduate,Student,Urban
181,18-25,Female,Assault,Rural,Evening,Digital Tools,No,Online Fraud,No,Manipulative,No,Fake Identity,Acquitted,N/A,Undergraduate,Student,Urban
182,18-25,Other,Kidnapping,Rural,Morning,None,Yes,Online Fraud,Yes,Manipulative,No,Fake Identity,Convicted,Short-term,Undergraduate,Unemployed,Suburban
183,51+,Male,Kidnapping,Metro,Night,None,Yes,Online Fraud,Yes,Aggressive,No,None,Under Trial,N/A,Undergraduate,Self-Employed,Suburban
184,26-35,Female,Theft,Rural,Morning,None,No,Online Fraud,No,Aggressive,Yes,Vehicle,Under Trial,N/A,Undergraduate,Unemployed,Urban
185,18-25,Male,Fraud,City,Morning,None,Yes,Breaking & Entering,No,Opportunistic,Yes,Fake Identity,Acquitted,N/A,Undergraduate,Unemployed,Urban
186,51+,Female,Fraud,Rural,Evening,None,No,Online Fraud,Yes,Opportunistic,No,Running,Convicted,Short-term,Postgraduate,Unemployed,Rural
187,51+,Other,Murder,Metro,Night,Knife,No,Extortion,No,Manipulative,No,Vehicle,Under Trial,N/A,High School,Unemployed,Suburban
188,18-25,Male,Murder,Rural,Evening,Knife,Yes,Online Fraud,Yes,Opportunistic,Yes,Fake Identity,Acquitted,N/A,Postgraduate,Self-Employed,Suburban
189,51+,Other,Drug Offense,City,Night,Gun,No,Extortion,No,Opportunistic,No,Running,Under Trial,N/A,High School,Unemployed,Rural
190,51+,Other,Drug Offense,Rural,Night,Knife,No,Online Fraud,Yes,Opportunistic,No,Running,Convicted,Long-term,Postgraduate,Student,Rural
191,36-50,Other,Fraud,Rural,Evening,None,Yes,Extortion,No,Aggressive,Yes,Fake Identity,Convicted,Short-term,Postgraduate,Student,Suburban
192,18-25,Female,Drug Offense,Rural,Night,Digital Tools,Yes,Social Engineering,No,Manipulative,No,Fake Identity,Convicted,Death,Postgraduate,Employed,Urban
193,26-35,Other,Fraud,City,Morning,None,Yes,Breaking & Entering,Yes,Manipulative,No,Fake Identity,Convicted,Short-term,Undergraduate,Employed,Rural
194,51+,Female,Cybercrime,City,Morning,Knife,Yes,Extortion,No,Manipulative,No,Fake Identity,Convicted,Short-term,Graduate,Self-Employed,Rural
195,36-50,Female,Murder,City,Evening,Digital Tools,No,Social Engineering,Yes,Opportunistic,No,None,Convicted,Long-term,Postgraduate,Employed,Rural
196,18-25,Female,Assault,Metro,Morning,None,Yes,Online Fraud,Yes,Manipulative,Yes,Fake Identity,Acquitted,N/A,Postgraduate,Employed,Rural
197,51+,Male,Assault,Metro,Night,None,Yes,Social Engineering,Yes,Manipulative,Yes,Running,Convicted,Long-term,Graduate,Employed,Rural
198,36-50,Other,Assault,City,Evening,Digital Tools,Yes,Social Engineering,Yes,Opportunistic,No,Running,Convicted,Death,Postgraduate,Self-Employed,Suburban
199,36-50,Other,Fraud,City,Evening,None,Yes,Social Engineering,Yes,Calculated,Yes,None,Convicted,Short-term,Undergraduate,Unemployed,Suburban
200,51+,Male,Human Trafficking,City,Morning,Gun,No,Extortion,No,Opportunistic,No,Vehicle,Acquitted,N/A,Postgraduate,Self-Employed,Suburban
201,26-35,Other,Murder,City,Evening,Gun,No,Social Engineering,No,Aggressive,Yes,Vehicle,Acquitted,N/A,Graduate,Self-Employed,Suburban
202,18-25,Female,Theft,City,Night,None,No,Breaking & Entering,No,Calculated,Yes,Vehicle,Convicted,Short-term,High School,Employed,Rural
203,36-50,Male,Drug Offense,Metro,Morning,Digital Tools,No,Online Fraud,No,Calculated,Yes,None,Under Trial,N/A,Graduate,Self-Employed,Rural
204,36-50,Male,Cybercrime,Rural,Night,Gun,Yes,Extortion,No,Aggressive,No,Fake Identity,Acquitted,N/A,High School,Student,Suburban
205,36-50,Male,Murder,Rural,Night,Digital Tools,No,Social Engineering,No,Aggressive,No,Fake Identity,Under Trial,N/A,Undergraduate,Unemployed,Urban
206,36-50,Male,Human Trafficking,Metro,Morning,Knife,Yes,Brute Force,No,Manipulative,No,None,Under Trial,N/A,Graduate,Unemployed,Rural
207,51+,Other,Cybercrime,Metro,Night,Gun,No,Breaking & Entering,No,Opportunistic,Yes,Running,Acquitted,N/A,Postgraduate,Unemployed,Urban
208,36-50,Female,Drug Offense,City,Morning,Digital Tools,Yes,Social Engineering,Yes,Opportunistic,Yes,Vehicle,Under Trial,N/A,Undergraduate,Unemployed,Suburban
209,26-35,Male,Assault,Rural,Morning,Digital Tools,No,Social Engineering,No,Manipulative,No,None,Under Trial,N/A,High School,Student,Urban
210,26-35,Male,Fraud,Metro,Night,Gun,Yes,Extortion,No,Aggressive,No,Vehicle,Acquitted,N/A,Postgraduate,Unemployed,Urban
211,18-25,Male,Cybercrime,City,Night,Gun,No,Breaking & Entering,No,Manipulative,No,Running,Acquitted,N/A,Undergraduate,Unemployed,Urban
212,26-35,Male,Fraud,City,Night,None,No,Breaking & Entering,Yes,Aggressive,Yes,Fake Identity,Acquitted,N/A,High School,Unemployed,Rural
213,18-25,Male,Theft,Metro,Morning,Gun,No,Brute Force,No,Manipulative,No,Fake Identity,Convicted,Long-term,Undergraduate,Unemployed,Rural
214,36-50,Other,Drug Offense,Rural,Evening,None,No,Breaking & Entering,Yes,Calculated,No,Running,Convicted,Long-term,Postgraduate,Unemployed,Urban
215,18-25,Female,Cybercrime,Rural,Morning,Gun,No,Online Fraud,No,Calculated,No,Running,Under Trial,N/A,High School,Employed,Suburban
216,18-25,Female,Cybercrime,City,Evening,Knife,No,Online Fraud,Yes,Opportunistic,No,Running,Under Trial,N/A,Graduate,Unemployed,Urban
217,26-35,Female,Assault,Metro,Morning,Gun,No,Extortion,Yes,Calculated,Yes,Vehicle,Acquitted,N/A,High School,Unemployed,Urban
218,26-35,Male,Cybercrime,Rural,Evening,Gun,Yes,Brute Force,No,Calculated,Yes,None,Under Trial,N/A,Undergraduate,Unemployed,Suburban
219,51+,Male,Cybercrime,Metro,Evening,Digital Tools,Yes,Breaking & Entering,No,Manipulative,Yes,Running,Convicted,Death,Undergraduate,Self-Employed,Urban
220,26-35,Other,Drug Offense,Metro,Morning,None,Yes,Online Fraud,No,Opportunistic,Yes,Fake Identity,Acquitted,N/A,Undergraduate,Self-Employed,Suburban
221,51+,Male,Drug Offense,City,Morning,Knife,No,Brute Force,No,Manipulative,Yes,Vehicle,Convicted,Death,Postgraduate,Self-Employed,Urban
222,18-25,Female,Fraud,Rural,Evening,Digital Tools,Yes,Social Engineering,No,Aggressive,No,Running,Convicted,Life,High School,Unemployed,Suburban
223,18-25,Other,Kidnapping,City,Evening,Digital Tools,Yes,Breaking & Entering,Yes,Opportunistic,No,Running,Under Trial,N/A,Graduate,Employed,Rural
224,18-25,Male,Human Trafficking,City,Morning,Digital Tools,No,Online Fraud,Yes,Calculated,No,Running,Under Trial,N/A,Undergraduate,Employed,Suburban
225,18-25,Other,Human Trafficking,Rural,Morning,Gun,No,Brute Force,No,Aggressive,No,Vehicle,Acquitted,N/A,Postgraduate,Self-Employed,Suburban
226,26-35,Other,Kidnapping,City,Night,Gun,Yes,Breaking & Entering,Yes,Aggressive,Yes,Fake Identity,Acquitted,N/A,Undergraduate,Student,Urban
227,26-35,Female,Fraud,City,Night,Knife,No,Breaking & Entering,Yes,Opportunistic,Yes,Fake Identity,Under Trial,N/A,Undergraduate,Unemployed,Urban
228,26-35,Other,Fraud,Rural,Night,Gun,No,Breaking & Entering,Yes,Calculated,Yes,Running,Acquitted,N/A,Graduate,Student,Urban
229,36-50,Male,Assault,Rural,Morning,None,No,Social Engineering,No,Aggressive,No,Running,Under Trial,N/A,High School,Student,Suburban
230,36-50,Male,Fraud,Metro,Evening,Gun,Yes,Extortion,Yes,Manipulative,No,None,Under Trial,N/A,Postgraduate,Unemployed,Urban
231,36-50,Male,Human Trafficking,Metro,Night,Knife,No,Online Fraud,Yes,Manipulative,No,Fake Identity,Acquitted,N/A,Graduate,Unemployed,Urban
232,51+,Female,Kidnapping,City,Evening,Knife,Yes,Breaking & Entering,Yes,Aggressive,Yes,None,Convicted,Life,Postgraduate,Unemployed,Rural
233,51+,Female,Fraud,City,Evening,None,Yes,Brute Force,Yes,Manipulative,No,Fake Identity,Convicted,Life,Graduate,Student,Rural
234,36-50,Female,Drug Offense,Rural,Night,Gun,No,Online Fraud,Yes,Calculated,No,None,Convicted,Long-term,Graduate,Unemployed,Rural
235,51+,Male,Human Trafficking,City,Morning,Digital Tools,Yes,Extortion,Yes,Opportunistic,Yes,Vehicle,Convicted,Short-term,Postgraduate,Student,Urban
236,36-50,Other,Fraud,Rural,Morning,Knife,No,Online Fraud,Yes,Opportunistic,Yes,Vehicle,Convicted,Death,Graduate,Student,Rural
237,36-50,Male,Assault,City,Night,None,No,Breaking & Entering,No,Aggressive,No,Vehicle,Convicted,Long-term,Undergraduate,Unemployed,Suburban
238,36-50,Female,Murder,Rural,Morning,Knife,No,Brute Force,Yes,Opportunistic,No,Fake Identity,Under Trial,N/A,High School,Employed,Suburban
239,26-35,Male,Fraud,City,Evening,Digital Tools,Yes,Social Engineering,Yes,Aggressive,Yes,Vehicle,Convicted,Long-term,Undergraduate,Student,Rural
240,36-50,Other,Human Trafficking,Metro,Evening,Digital Tools,No,Online Fraud,No,Calculated,Yes,Vehicle,Under Trial,N/A,Postgraduate,Unemployed,Urban
241,26-35,Male,Kidnapping,Metro,Morning,Digital Tools,Yes,Breaking & Entering,No,Calculated,Yes,Running,Acquitted,N/A,Graduate,Employed,Rural
242,26-35,Male,Fraud,Metro,Night,Gun,No,Brute Force,Yes,Aggressive,Yes,Vehicle,Under Trial,N/A,Graduate,Unemployed,Suburban
243,36-50,Male,Human Trafficking,City,Morning,None,Yes,Social Engineering,No,Manipulative,Yes,Vehicle,Convicted,Short-term,High School,Employed,Urban
244,51+,Female,Kidnapping,City,Evening,Knife,Yes,Social Engineering,No,Opportunistic,No,Running,Acquitted,N/A,Graduate,Employed,Rural
245,36-50,Female,Human Trafficking,Metro,Night,Digital Tools,Yes,Brute Force,No,Aggressive,No,Running,Convicted,Long-term,Graduate,Employed,Urban
246,36-50,Female,Cybercrime,Rural,Morning,Gun,No,Online Fraud,Yes,Aggressive,Yes,Vehicle,Acquitted,N/A,High School,Self-Employed,Urban
247,51+,Other,Fraud,Rural,Morning,Knife,Yes,Online Fraud,No,Manipulative,Yes,Running,Convicted,Life,High School,Employed,Rural
248,51+,Male,Theft,Rural,Evening,Knife,Yes,Online Fraud,Yes,Calculated,No,None,Acquitted,N/A,Undergraduate,Self-Employed,Urban
249,18-25,Other,Fraud,Rural,Night,Digital Tools,Yes,Brute Force,Yes,Aggressive,No,Running,Under Trial,N/A,Postgraduate,Student,Suburban
250,51+,Other,Human Trafficking,Rural,Night,Knife,No,Social Engineering,Yes,Calculated,Yes,None,Under Trial,N/A,High School,Student,Urban
251,18-25,Male,Assault,Metro,Evening,None,No,Extortion,No,Calculated,No,Fake Identity,Under Trial,N/A,Postgraduate,Self-Employed,Rural
252,51+,Other,Drug Offense,Metro,Evening,Gun,No,Breaking & Entering,Yes,Aggressive,Yes,Running,Convicted,Death,Postgraduate,Self-Employed,Rural
253,36-50,Other,Assault,City,Morning,Gun,Yes,Extortion,No,Aggressive,Yes,None,Convicted,Short-term,High School,Unemployed,Urban
254,26-35,Female,Fraud,Metro,Night,None,Yes,Brute Force,Yes,Calculated,No,None,Convicted,Short-term,Undergraduate,Unemployed,Suburban
255,18-25,Male,Cybercrime,Rural,Morning,Knife,No,Breaking & Entering,Yes,Opportunistic,Yes,None,Acquitted,N/A,Postgraduate,Unemployed,Suburban
256,51+,Female,Drug Offense,City,Evening,Digital Tools,No,Breaking & Entering,No,Aggressive,No,Vehicle,Under Trial,N/A,Postgraduate,Self-Employed,Urban
257,26-35,Other,Kidnapping,Metro,Evening,Gun,No,Online Fraud,No,Aggressive,Yes,None,Acquitted,N/A,Undergraduate,Self-Employed,Urban
258,36-50,Male,Murder,Metro,Evening,Gun,Yes,Social Engineering,Yes,Aggressive,Yes,Fake Identity,Under Trial,N/A,Graduate,Self-Employed,Urban
259,18-25,Other,Murder,Metro,Morning,Gun,Yes,Online Fraud,No,Manipulative,Yes,None,Convicted,Long-term,Postgraduate,Unemployed,Urban
260,36-50,Male,Theft,Rural,Evening,Digital Tools,No,Brute Force,Yes,Opportunistic,No,Vehicle,Convicted,Death,Postgraduate,Self-Employed,Urban
261,26-35,Female,Assault,Rural,Night,Digital Tools,No,Social Engineering,Yes,Opportunistic,Yes,Vehicle,Under Trial,N/A,Postgraduate,Employed,Rural
262,36-50,Male,Murder,Rural,Night,None,No,Extortion,Yes,Opportunistic,No,None,Acquitted,N/A,High School,Employed,Urban
263,51+,Other,Drug Offense,City,Morning,None,Yes,Online Fraud,No,Manipulative,Yes,Running,Convicted,Short-term,Postgraduate,Student,Suburban
264,51+,Female,Human Trafficking,City,Night,Digital Tools,No,Brute Force,Yes,Aggressive,Yes,None,Under Trial,N/A,Postgraduate,Student,Rural
265,18-25,Other,Assault,City,Evening,Knife,Yes,Extortion,Yes,Opportunistic,No,Running,Acquitted,N/A,Postgraduate,Employed,Suburban
266,36-50,Female,Theft,Rural,Evening,Knife,Yes,Social Engineering,Yes,Calculated,No,Running,Under Trial,N/A,Graduate,Unemployed,Urban
267,36-50,Other,Murder,City,Night,Gun,Yes,Online Fraud,No,Manipulative,Yes,Vehicle,Convicted,Life,Undergraduate,Unemployed,Rural
268,36-50,Other,Assault,City,Evening,Digital Tools,Yes,Breaking & Entering,Yes,Aggressive,Yes,Fake Identity,Under Trial,N/A,Postgraduate,Unemployed,Rural
269,26-35,Female,Murder,City,Evening,Knife,No,Extortion,No,Opportunistic,No,None,Under Trial,N/A,Postgraduate,Employed,Suburban
270,51+,Other,Drug Offense,Metro,Morning,Gun,No,Online Fraud,No,Manipulative,No,Vehicle,Convicted,Death,High School,Self-Employed,Urban
271,51+,Other,Kidnapping,City,Night,Knife,Yes,Breaking & Entering,Yes,Manipulative,No,Running,Convicted,Death,Graduate,Student,Urban
272,51+,Male,Drug Offense,Rural,Night,Knife,No,Online Fraud,No,Calculated,No,Running,Convicted,Life,Postgraduate,Self-Employed,Urban
273,18-25,Other,Human Trafficking,Metro,Night,Gun,No,Extortion,No,Aggressive,Yes,None,Acquitted,N/A,Undergraduate,Student,Suburban
274,26-35,Other,Murder,Metro,Morning,Knife,Yes,Extortion,No,Opportunistic,No,None,Under Trial,N/A,High School,Employed,Suburban
275,36-50,Male,Drug Offense,Rural,Evening,Gun,No,Extortion,No,Opportunistic,No,Fake Identity,Acquitted,N/A,Undergraduate,Student,Urban
276,18-25,Male,Human Trafficking,Rural,Morning,Knife,Yes,Social Engineering,No,Opportunistic,Yes,None,Convicted,Life,High School,Unemployed,Rural
277,36-50,Other,Human Trafficking,Metro,Morning,None,No,Extortion,Yes,Aggressive,Yes,Running,Convicted,Long-term,High School,Unemployed,Urban
278,18-25,Other,Human Trafficking,City,Morning,Digital Tools,Yes,Social Engineering,No,Calculated,No,Fake Identity,Acquitted,N/A,Postgraduate,Self-Employed,Rural
279,26-35,Female,Fraud,Rural,Morning,Gun,No,Breaking & Entering,Yes,Opportunistic,Yes,Fake Identity,Under Trial,N/A,High School,Employed,Urban
280,26-35,Female,Fraud,Metro,Morning,None,Yes,Brute Force,Yes,Calculated,Yes,Vehicle,Convicted,Life,Postgraduate,Student,Rural
281,26-35,Other,Assault,City,Morning,Gun,Yes,Breaking & Entering,Yes,Calculated,No,None,Under Trial,N/A,Undergraduate,Student,Suburban
282,26-35,Male,Fraud,Metro,Evening,None,Yes,Extortion,Yes,Manipulative,Yes,Running,Acquitted,N/A,Graduate,Self-Employed,Rural
283,36-50,Male,Murder,Rural,Morning,Knife,No,Extortion,Yes,Manipulative,Yes,Vehicle,Under Trial,N/A,High School,Student,Suburban
284,26-35,Female,Assault,Metro,Morning,Knife,No,Online Fraud,Yes,Aggressive,Yes,Vehicle,Acquitted,N/A,Graduate,Student,Rural
285,51+,Female,Fraud,Rural,Evening,Gun,Yes,Brute Force,Yes,Opportunistic,Yes,Vehicle,Convicted,Death,Postgraduate,Self-Employed,Rural
286,18-25,Male,Human Trafficking,City,Night,Knife,No,Social Engineering,Yes,Calculated,No,Fake Identity,Acquitted,N/A,Graduate,Student,Urban
287,26-35,Male,Drug Offense,Metro,Night,None,Yes,Online Fraud,No,Calculated,Yes,Vehicle,Acquitted,N/A,High School,Unemployed,Suburban
288,26-35,Female,Kidnapping,City,Evening,Gun,No,Online Fraud,No,Aggressive,Yes,Fake Identity,Under Trial,N/A,Graduate,Student,Rural
289,26-35,Other,Kidnapping,Metro,Night,None,Yes,Social Engineering,Yes,Opportunistic,No,Vehicle,Under Trial,N/A,High School,Self-Employed,Rural
290,18-25,Female,Drug Offense,Rural,Night,Digital Tools,Yes,Online Fraud,Yes,Manipulative,Yes,Vehicle,Under Trial,N/A,Undergraduate,Employed,Urban
291,18-25,Male,Kidnapping,City,Evening,Knife,No,Brute Force,Yes,Opportunistic,Yes,Fake Identity,Under Trial,N/A,High School,Student,Urban
292,26-35,Male,Assault,Rural,Evening,Digital Tools,Yes,Extortion,Yes,Opportunistic,Yes,None,Acquitted,N/A,Graduate,Employed,Urban
293,26-35,Male,Kidnapping,Metro,Evening,Knife,Yes,Extortion,No,Aggressive,Yes,None,Acquitted,N/A,Graduate,Student,Urban
294,36-50,Other,Assault,Metro,Night,Gun,No,Online Fraud,Yes,Calculated,Yes,Vehicle,Convicted,Short-term,High School,Employed,Urban
295,26-35,Female,Kidnapping,Rural,Night,Digital Tools,Yes,Brute Force,No,Opportunistic,No,Vehicle,Under Trial,N/A,Graduate,Self-Employed,Rural
296,36-50,Male,Murder,Metro,Evening,Gun,No,Brute Force,No,Aggressive,No,Vehicle,Convicted,Long-term,Graduate,Unemployed,Suburban
297,26-35,Female,Theft,City,Night,Digital Tools,No,Breaking & Entering,Yes,Aggressive,Yes,Running,Under Trial,N/A,Undergraduate,Self-Employed,Suburban
298,18-25,Other,Theft,City,Night,Digital Tools,No,Social Engineering,No,Calculated,Yes,Running,Under Trial,N/A,High School,Unemployed,Urban
299,51+,Female,Murder,Rural,Evening,Gun,Yes,Extortion,No,Opportunistic,No,Fake Identity,Under Trial,N/A,Undergraduate,Student,Suburban
300,36-50,Male,Human Trafficking,Metro,Evening,Knife,Yes,Brute Force,No,Opportunistic,No,Fake Identity,Convicted,Long-term,Undergraduate,Self-Employed,Urban
301,51+,Other,Human Trafficking,Metro,Evening,Knife,No,Online Fraud,No,Manipulative,Yes,Fake Identity,Under Trial,N/A,Undergraduate,Student,Rural
302,26-35,Female,Assault,Rural,Morning,Knife,Yes,Social Engineering,Yes,Opportunistic,No,Vehicle,Acquitted,N/A,Undergraduate,Unemployed,Urban
303,51+,Female,Cybercrime,City,Evening,Knife,No,Online Fraud,No,Manipulative,No,None,Acquitted,N/A,Postgraduate,Student,Suburban
304,26-35,Female,Kidnapping,Metro,Night,Gun,Yes,Online Fraud,Yes,Aggressive,Yes,Vehicle,Acquitted,N/A,High School,Unemployed,Suburban
305,18-25,Other,Cybercrime,Rural,Morning,Gun,Yes,Social Engineering,No,Opportunistic,Yes,Fake Identity,Under Trial,N/A,Graduate,Self-Employed,Suburban
306,51+,Female,Human Trafficking,City,Morning,Knife,No,Social Engineering,No,Opportunistic,Yes,Vehicle,Convicted,Short-term,Undergraduate,Self-Employed,Rural
307,18-25,Male,Theft,Metro,Evening,Gun,No,Breaking & Entering,No,Calculated,No,None,Acquitted,N/A,Undergraduate,Student,Rural
308,18-25,Male,Murder,City,Evening,Knife,Yes,Social Engineering,No,Aggressive,No,None,Acquitted,N/A,High School,Unemployed,Rural
309,36-50,Male,Kidnapping,Rural,Morning,Gun,Yes,Breaking & Entering,Yes,Aggressive,Yes,Vehicle,Under Trial,N/A,High School,Student,Urban
310,51+,Other,Assault,Metro,Evening,Knife,No,Extortion,No,Aggressive,Yes,Vehicle,Under Trial,N/A,Graduate,Self-Employed,Urban
311,36-50,Female,Human Trafficking,Metro,Evening,Knife,No,Breaking & Entering,No,Opportunistic,Yes,Vehicle,Acquitted,N/A,Graduate,Unemployed,Suburban
312,26-35,Male,Drug Offense,City,Night,None,Yes,Breaking & Entering,Yes,Opportunistic,No,None,Convicted,Short-term,Graduate,Student,Suburban
313,18-25,Male,Cybercrime,Rural,Morning,None,Yes,Breaking & Entering,Yes,Calculated,Yes,Fake Identity,Acquitted,N/A,Postgraduate,Self-Employed,Suburban
314,18-25,Male,Fraud,Metro,Evening,Gun,Yes,Extortion,Yes,Manipulative,No,Fake Identity,Acquitted,N/A,High School,Self-Employed,Urban
315,26-35,Other,Cybercrime,Metro,Morning,Digital Tools,No,Online Fraud,Yes,Aggressive,Yes,Running,Convicted,Long-term,Graduate,Self-Employed,Urban
316,26-35,Female,Assault,City,Morning,Digital Tools,No,Online Fraud,Yes,Aggressive,No,Fake Identity,Acquitted,N/A,Undergraduate,Self-Employed,Rural
317,51+,Male,Kidnapping,Metro,Night,Knife,Yes,Online Fraud,No,Aggressive,Yes,Vehicle,Convicted,Short-term,Graduate,Employed,Suburban
318,51+,Other,Kidnapping,Rural,Morning,None,Yes,Online Fraud,Yes,Opportunistic,Yes,Fake Identity,Under Trial,N/A,Graduate,Employed,Suburban
319,36-50,Female,Drug Offense,Rural,Night,Gun,Yes,Breaking & Entering,Yes,Opportunistic,No,Running,Under Trial,N/A,High School,Student,Suburban
320,18-25,Other,Murder,Metro,Morning,None,No,Extortion,Yes,Opportunistic,No,Fake Identity,Under Trial,N/A,Undergraduate,Student,Suburban
321,51+,Male,Cybercrime,Rural,Evening,Knife,Yes,Breaking & Entering,Yes,Aggressive,Yes,Fake Identity,Convicted,Long-term,Graduate,Student,Suburban
322,26-35,Female,Theft,City,Morning,Digital Tools,Yes,Breaking & Entering,Yes,Manipulative,No,Vehicle,Under Trial,N/A,Postgraduate,Self-Employed,Suburban
323,26-35,Male,Drug Offense,City,Evening,None,No,Social Engineering,Yes,Aggressive,No,Running,Under Trial,N/A,Undergraduate,Student,Rural
